ID                                                 Maquina                                                                                              saccod1 alto        ventana     FechaInicio            FechaFin               TotalOrdenes TotalHorasProgPrep     TotalHorasProgProd     HorasReales                             DiferenciaTotalHoras
-------------------------------------------------- ---------------------------------------------------------------------------------------------------- ------- ----------- ----------- ---------------------- ---------------------- ------------ ---------------------- ---------------------- --------------------------------------- ----------------------
14000                                              201                                                                                                  671     0           0           45370.297974537        45370.3865162037       18           1.3125                 0.25                   2.125000                                0.5625
13993                                              201                                                                                                  693     0           0           45371.2536111111       45371.3913888889       44           3.20833333333333       3.28472222222222       3.306944                                -3.18611155555555
13994                                              201                                                                                                  693     0           0           45371.3913888889       45371.4382060185       175          7.29166666666667       7.91666666666666       1.123333                                -14.0850003333333
13952                                              201                                                                                                          0           0           45371.4382060185       45371.7279398148       1937         18.625                 143.929861111111       6.953611                                -155.601250111111
14032                                              201                                                                                                  734     0           0           45371.9156828704       45372.1025             350          14.0486111111111       108.840277777778       4.483611                                -118.405277888889
14009                                              201                                                                                                          0           0           45373.3612384259       45376.39125            1750         78.1250000000005       163.067129613814       72.720555                               -168.471574613815
13989                                              201                                                                                                          0           0           45373.3615046296       45373.544525463        96           7                      8.53333333333334       4.392777                                -11.1405563333333
14038                                              201                                                                                                  748     0           0           45376.39125            45376.7853125          330          16.0416666666666       26.3541666666666       9.457222                                -32.9386113333332
14041                                              201                                                                                                  546     0           0           45378.4158101852       45378.6523611111       1290         45.6875000000001       135.987500000001       5.676944                                -175.998056000001
14042                                              201                                                                                                  388     0           0           45378.6523611111       45378.8619560185       164          10.25                  18.2222222222222       5.030277                                -23.4419452222222
14043                                              201                                                                                                  460     0           0           45379.2535185185       45379.8625694444       444          28.5413888865151       94.3500000000005       14.617222                               -108.274166886516
14045                                              201                                                                                                          0           0           45386.7144328704       45387.337037037        935          50.6458333333331       169.46875              14.942222                               -205.172361333333
14048                                              201                                                                                                  655     0           0           45386.7174421296       45386.8062037037       81           6.75000000000001       3.6375                 2.130277                                -8.257223
14047                                              201                                                                                                  638     0           0           45386.8062037037       45386.8993634259       84           7.58333333333334       5.91111111111111       2.235833                                -11.2586114444445
14002                                              201                                                                                                          0           0           45387.337037037        45387.6127314815       155          7.10416666666667       4.77916666666667       6.616944                                -5.26638933333334
14057                                              201                                                                                                  638     0           0           45387.6127314815       45387.7635300926       72           5.81666666666667       9.26666666666666       3.619166                                -11.4641673333333
14058                                              201                                                                                                  638     0           0           45387.7635300926       45387.8255324074       36           1.58333333333333       0.924999999999999      1.487777                                -1.02055633333333
14040                                              201                                                                                                  185     0           0           45387.8255324074       45390.3661689815       1434         34.8541666666667       197.672916666665       60.975555                               -171.551528333331
14059                                              201                                                                                                  476     0           0           45390.3661689815       45390.4931597222       125          4.13194444444445       6.12847222222223       3.047500                                -7.21291666666668
14060                                              201                                                                                                  476     0           0           45390.4931597222       45390.6                84           4.60833333333334       7.85555555555556       2.564166                                -9.8997228888889
14075                                              201                                                                                                  661     0           0           45390.6                45390.7602083333       69           4.15277777777778       6.08541666666667       3.845000                                -6.39319444444444
14076                                              201                                                                                                  661     0           0           45390.7602083333       45390.8387962963       69           3.56180555555556       4.12083333333333       1.886388                                -5.79625088888889
14077                                              201                                                                                                  661     0           0           45390.8387962963       45390.8764467593       44           1.56597222222222       1.49722222222222       0.903611                                -2.15958344444444
14071                                              201                                                                                                  473     0           0           45390.8764583333       45390.9781828704       52           2.12152777777778       1.45347222222222       2.441666                                -1.133334
14072                                              201                                                                                                  473     0           0           45390.9781944444       45391.0109375          27           1.09375                0.375                  0.786111                                -0.682639
14073                                              201                                                                                                  473     0           0           45391.0109375          45391.0511689815       15           0.670138888888889      0.309027777777778      0.965555                                -0.0136116666666669
14074                                              201                                                                                                  473     0           0           45391.0511689815       45391.0967939815       54           2.9375                 2.0125                 1.095000                                -3.855
14061                                              201                                                                                                  435     0           0           45391.0967939815       45391.2089699074       99           4.07916666666667       4.46875000000001       2.691944                                -5.85597266666667
14062                                              201                                                                                                  435     0           0           45391.2089699074       45391.2760648148       36           1.48333333333333       1.625                  1.610277                                -1.49805633333334
14063                                              201                                                                                                  435     0           0           45391.2760648148       45391.3546527778       60           2.75                   4.41666666666667       1.886388                                -5.28027866666667
14064                                              201                                                                                                  435     0           0           45391.3546527778       45391.4113657407       69           2.84305555555556       2.93622685388853       1.360833                                -4.41844940944409
14067                                              201                                                                                                  435     0           0           45391.4113657407       45391.4522685185       21           0.821527777777778      0.65625                0.981666                                -0.496111777777778
14065                                              201                                                                                                  435     0           0           45391.4522685185       45391.5668055556       122          8.13333333333334       9.44652777777777       2.749166                                -14.8306951111111
14066                                              201                                                                                                  435     0           0           45391.5668055556       45391.6412037037       84           3.65555555555556       4.95833333333334       1.785277                                -6.8286118888889
14068                                              201                                                                                                  435     0           0           45391.6412152778       45391.7403009259       162          7.76250000000002       14.25                  2.377777                                -19.634723
14070                                              201                                                                                                  656     0           0           45391.7403009259       45391.8406597222       84           4.08333333333333       2.37708333333333       2.408611                                -4.05180566666666
14069                                              201                                                                                                  632     0           0           45391.8406597222       45391.9435185185       21           1.10833333333333       0.505555555555555      2.468611                                0.854722111111111
14087                                              201                                                                                                  452     0           0           45391.9435185185       45392.4035185185       218          22.7083333333334       64.3402777777775       11.040000                               -76.0086111111108
14044                                              201                                                                                                  738     0           0           45392.4035185185       45392.6430671296       325          17.6041666666667       34.6666666666668       5.749166                                -46.5216673333334
14086                                              201                                                                                                  247     0           0           45394.3416203704       45398.7526157407       3420         55.4166666666656       194.749999999999       105.863611                              -144.303055666665
14095                                              201                                                                                                  77      0           0           45398.3893634259       45398.6020138889       330          6.87500000000001       24.5666666666666       5.103888                                -26.3377786666666
14096                                              201                                                                                                  26      0           0           45398.602025463        45398.7277199074       132          6.87500000000001       6.32500000000002       3.016388                                -10.183612
14083                                              201                                                                                                  747     0           0           45398.7526157407       45399.3518634259       132          4.57824074093401       4.14027777777778       14.381944                               5.66342548128821
14052                                              201                                                                                                          0           0           45399.3518634259       45399.5020949074       155          4.52083333333333       1.82986111111111       3.605555                                -2.74513944444445
14088                                              201                                                                                                  750     0           0           45399.5020949074       45399.7362268519       108          12.375                 1.725                  5.619444                                -8.48055599999998
14089                                              201                                                                                                  750     0           0           45399.7362384259       45399.7744675926       20           2.29166666666667       0.319444444444445      0.917777                                -1.69333411111111
14056                                              201                                                                                                  387     0           0           45399.7744675926       45400.4282291667       330          9.65861111300279       9.075                  15.690277                               -3.04333411300279
14055                                              201                                                                                                  174     0           0           45400.4282407407       45400.7099189815       260          16.25                  61.6145833333333       6.760555                                -71.1040283333333
14090                                              201                                                                                                          0           0           45401.255150463        45401.4503587963       60           5.41666666666667       0.930555555555555      4.685000                                -1.66222222222223
14081                                              201                                                                                                  697     0           0           45401.4503587963       45406.6952083333       1904         54.5416666666663       104.125000000001       125.876111                              -32.7905556666673
14093                                              201                                                                                                          0           0           45401.7188773148       45402.3729513889       444          37                     26.9791666666665       15.698055                               -48.2811116666665
14094                                              201                                                                                                          0           0           45402.372962963        45402.5338310185       28           1.75                   0.495833333333333      3.860555                                1.61472166666667
14084                                              201                                                                                                  468     0           0           45405.6379166667       45406.4301736111       960          34.3999999999999       50.7333333333335       19.013888                               -66.1194453333334
14092                                              201                                                                                                          0           0           45406.6952083333       45406.807962963        128          7.33333333333334       15.8444444444444       2.706388                                -20.4713897777777
14091                                              201                                                                                                          0           0           45406.8080902778       45407.3445601852       105          5.08067129486154       0.291666666666667      12.875277                               7.50293903847179
14105                                              201                                                                                                  751     0           0           45407.7215277778       45408.2920023148       76           5.14583333333334       0.277083333333333      13.691111                               8.26819433333333
14107                                              201                                                                                                  31      0           0           45408.2920023148       45408.8438888889       399          27.7083333333334       76.0131944444445       13.245555                               -90.475972777778
14078                                              201                                                                                                  724     0           0           45408.8438888889       45411.3759490741       180          12.7470833320985       12                     60.769444                               36.0223606679015
14085                                              201                                                                                                  468     0           0           45412.5881597222       45412.9013310185       472          15.7333333333333       15.6104166666667       7.516111                                -23.827639
14118                                              201                                                                                                  500     0           0           45412.9033333333       45413.0781712963       54           5.625                  1.3875                 4.196388                                -2.816112
14119                                              201                                                                                                  501     0           0           45413.0782523148       45413.1836574074       23           2.39583333333333       0.798611111111111      2.529722                                -0.664722444444445
14120                                              201                                                                                                  463     0           0           45413.1837268519       45414.6980208333       2040         42.5413194370616       122.069444444443       36.342777                               -128.267986881504
14111                                              201                                                                                                          0           0           45414.6980208333       45415.1182175926       356          24.1041666666667       44.0673611111111       10.085000                               -58.0865277777778
14117                                              201                                                                                                          0           0           45418.6667361111       45418.8569444444       220          12.8333333333333       23.9555555555555       4.565000                                -32.2238888888889
14115                                              201                                                                                                          0           0           45420.7297222222       45420.8375578704       72           5.5                    6.15                   2.588333                                -9.061667
14116                                              201                                                                                                          0           0           45420.8375578704       45421.2862384259       170          7.79166666666667       8.71249999999998       10.768055                               -5.73611166666666
14125                                              201                                                                                                  478     0           0           45421.407025463        45421.5904861111       183          6.35416666666667       20.7993055555555       4.402777                                -22.7506952222222
14124                                              201                                                                                                  77      0           0           45422.2555555556       45422.4803587963       264          9.16666666666667       28.6611111111111       5.395277                                -32.4325007777777
14127                                              201                                                                                                  480     0           0           45422.4803587963       45425.5511574074       122          6.35416666666667       4.10902777777779       73.698888                               63.2356935555555
14123                                              201                                                                                                          0           0           45422.5658680556       45425.4215740741       1337         51.7291666666664       141.393055555557       68.536944                               -124.585278222223
14097                                              201                                                                                                  473     0           0           45422.7021412037       45422.8260763889       63           5.25                   4.9                    2.974722                                -7.175278
14098                                              201                                                                                                  638     0           0           45422.8260763889       45425.7137615741       258          10.7499999999999       12.5416666666666       69.304444                               46.0127773333334
14099                                              201                                                                                                  435     0           0           45426.4596412037       45426.5775578704       72           4.125                  5.29999999999999       2.830277                                -6.59472299999999
14100                                              201                                                                                                          0           0           45426.5775694444       45435.5619791667       13752        300.82499999997        1824.58055555555       215.626111                              -1909.77944455552
14110                                              201                                                                                                          0           0           45427.6037731481       45427.7511111111       30           2.29166666666667       1.6875                 3.536111                                -0.443055666666666
14109                                              201                                                                                                          0           0           45427.7511111111       45428.3528819444       216          12.375                 10.875                 14.442500                               -8.80749999999996
14126                                              201                                                                                                          0           0           45429.4338425926       45429.6908449074       199          20.7291666666667       13.9576388888889       6.167777                                -28.5190285555556
14130                                              201                                                                                                  454     0           0           45429.6908449074       45432.6290856482       1260         21.875                 21.875                 70.518055                               26.7680549999999
14113                                              201                                                                                                          0           0           45432.6290856482       45433.3321875          2448         110.500000000001       230.63333333333        16.874166                               -324.259167333331
14112                                              201                                                                                                          0           0           45433.457025463        45434.3703703704       880          29.3333333333335       63.1888888888893       21.920277                               -70.6019452222228
14102                                              201                                                                                                  6       0           0           45434.3703703704       45434.5783912037       175          4.80902777777778       4.73958333333333       4.992222                                -4.55638911111111
14103                                              201                                                                                                  6       0           0           45434.5783912037       45434.636724537        114          3.65486111111111       3.60208333333333       1.400000                                -5.85694444444444
14104                                              201                                                                                                  6       0           0           45434.636724537        45434.6894675926       174          7.55208333333332       10.69375               1.266111                                -16.9797223333333
14108                                              201                                                                                                  482     0           0           45435.6902777778       45436.5312384259       1215         33.7500000000001       108.937499999999       20.182777                               -122.504722999999
14135                                              201                                                                                                  665     0           0           45436.5312384259       45436.662650463        63           3.0625                 0.35                   3.154166                                -0.258333999999999
14134                                              201                                                                                                          0           0           45436.662650463        45436.8079050926       39           2.4375                 0.677083333333334      3.486111                                0.371527666666667
14131                                              201                                                                                                  666     0           0           45436.8079050926       45439.5174421296       108          7.87500000000001       1.66875                65.028611                               55.484861
14031                                              201                                                                                                  484     0           0           45439.5174421296       45439.7838425926       472          34.4166666666668       64.9000000000003       6.393888                                -92.9227786666671
14149                                              201                                                                                                          0           0           45441.6558101852       45454.2397569444       81           5.625                  2.30625                302.014444                              294.083194
14156                                              201                                                                                                  512     0           0           45442.4630208333       45455.5248842593       3880         80.8333333333353       202.083333333328       313.485000                              30.5683333333366
14132                                              201                                                                                                  757     0           0           45443.5367708333       45444.3861111111       1155         57.7499999999993       163.945833333333       20.384166                               -201.311667333332
14152                                              201                                                                                                  758     0           0           45447.2545138889       45447.5012731481       218          15.8958333333333       11.3541666666667       5.921944                                -21.328056
14136                                              201                                                                                                  616     0           0           45447.5012731481       45447.6671180556       78           7.04166666666668       3.46666666666667       3.980555                                -6.52777833333335
14139                                              201                                                                                                  12      0           0           45447.6671180556       45448.4538425926       3146         83.6916666666668       543.323611111113       18.881388                               -608.13388977778
14146                                              201                                                                                                  12      0           0           45448.4538425926       45448.4817824074       55           3.45277777777778       1.22222222222222       0.670277                                -4.004723
14143                                              201                                                                                                  12      0           0           45448.4817824074       45448.5752777778       125          7.82986111111111       3.14236111111112       2.244166                                -8.72805622222223
14145                                              201                                                                                                  12      0           0           45448.5752777778       45453.357974537        684          24.5944444444446       30.7694444444442       114.784444                              59.4205551111112
14028                                              201                                                                                                          0           0           45448.632662037        45448.7860185185       360          29.9999999999999       55.5                   3.680555                                -81.8194449999999
14133                                              201                                                                                                  6       0           0           45448.7863773148       45448.8649305556       65           3.79166666666666       3.00625                1.885555                                -4.91236166666666
14010                                              201                                                                                                  383     0           0           45449.2558449074       45449.4155787037       96           7.33333333333333       4.62222222222222       3.833611                                -8.12194455555555
14021                                              201                                                                                                          0           0           45449.4155787037       45449.4998032407       42           2.875                  2.10416666666667       2.021388                                -2.95777866666667
14019                                              201                                                                                                          0           0           45449.4998032407       45449.5269444444       63           4.5                    3.38125                0.651388                                -7.229862
14020                                              201                                                                                                          0           0           45449.5269444444       45449.5542476852       48           4                      3.00555555555555       0.655555                                -6.35000055555556
14162                                              201                                                                                                  652     0           0           45449.5542476852       45450.3979976852       2210         59.7006944444443       184.166666666666       20.250000                               -223.61736111111
14122                                              201                                                                                                  412     0           0           45450.3979976852       45450.5110300926       36           2.25                   2.00833333333333       2.712777                                -1.54555633333333
14023                                              201                                                                                                          0           0           45450.5110300926       45450.5567592593       152          9.10416666666666       12.2444444444444       1.097500                                -20.2511111111111
14025                                              201                                                                                                          0           0           45450.5567592593       45450.6154166667       161          8.14583333333334       10.9888888888888       1.407777                                -17.7269452222222
14026                                              201                                                                                                          0           0           45450.6154166667       45450.635162037        56           2.45486111111111       2.70277777777777       0.473611                                -4.68402788888889
14024                                              201                                                                                                          0           0           45450.635162037        45450.6835532407       512          30.6666666666666       40.4444444444447       1.161388                                -69.9497231111113
14029                                              201                                                                                                  615     0           0           45450.6835532407       45450.7587384259       91           6.49999999999999       8.78402777777779       1.804444                                -13.4795837777778
14027                                              201                                                                                                  615     0           0           45450.7587384259       45450.7866550926       56           3.83333333333333       5.5                    0.670277                                -8.66305633333333
14129                                              201                                                                                                  615     0           0           45450.7869212963       45450.8186574074       371          26.5000000000001       6.80902777777776       0.761388                                -32.5476397777779
14144                                              201                                                                                                  12      0           0           45453.357974537        45453.4584722222       215          13.7958333333333       25.8                   2.411944                                -37.1838893333333
14138                                              201                                                                                                  12      0           0           45453.4584837963       45453.5519907407       156          8.4138888888889        19.4638888888889       2.243888                                -25.6338897777778
14163                                              201                                                                                                  174     0           0           45453.5519907407       45453.789537037        249          20.75                  42.5375                5.701111                                -57.586389
14121                                              201                                                                                                  385     0           0           45453.789537037        45453.8401388889       77           4.125                  3.68194444444444       1.214722                                -6.59222244444444
14015                                              201                                                                                                          0           0           45453.8401388889       45453.963900463        112          6.41666666666667       8.21527777777779       2.970277                                -11.6616674444445
14016                                              201                                                                                                          0           0           45453.963912037        45454.0132986111       91           5.95833333333333       8.24236111111111       1.185277                                -13.0154174444444
14017                                              201                                                                                                          0           0           45454.0132986111       45454.0487037037       90           6.875                  8.60416666666666       0.849722                                -14.6294446666667
14018                                              201                                                                                                          0           0           45454.0487037037       45454.0884375          36           2.75                   3.65833333333334       0.953888                                -5.45444533333334
14079                                              201                                                                                                  495-2   0           0           45454.2397685185       45454.4378935185       448          7.00000000000001       16.1777777777777       4.755000                                -18.4227777777777
14141                                              201                                                                                                  12      0           0           45454.4378935185       45454.7701967593       1240         48.4374999999996       270.604166666667       7.975555                                -311.066111666667
14147                                              201                                                                                                  12      0           0           45455.5926273148       45455.6736921296       378          27.5624999999998       30.1874999999999       1.945555                                -55.8044449999997
14140                                              201                                                                                                  12      0           0           45455.6736921296       45455.8570833333       1169         70.0472222222223       34.0958333333333       4.401388                                -99.7416675555556
14142                                              201                                                                                                  12      0           0           45455.7717476852       45455.8268171296       84           4.44305555555556       5.22083333333333       1.321388                                -8.34250088888889
14165                                              201                                                                                                  675     0           0           45456.0672800926       45456.6166087963       438          21.2916666666667       31.9375000000002       13.183888                               -40.0452786666669
14168                                              201                                                                                                          0           0           45457.4997685185       45458.0053356482       105          3.64583333333333       12.4444444444444       12.133888                               -3.95638977777777
14154                                              201                                                                                                          0           0           45461.2557986111       45461.4211342593       235          8.22500000000001       8.84513888888891       3.968333                                -13.1018058888889
14158                                              201                                                                                                  761     0           0           45461.7329513889       45462.307662037        404          23.1458333333333       18.1659722222223       13.792777                               -27.5190285555555
14080                                              201                                                                                                  37      0           0           45462.5381597222       45467.5584606482       432          11.25                  12.3000000000001       120.487500                              96.9375
14155                                              201                                                                                                          0           0           45462.6670717593       45462.8670486111       320          20.9444444444445       33.4444444444445       4.799166                                -49.589722888889
